CustomerKey,CustomerName,TotalSpent,AvgOrderValue,TotalOrders,CLV_Profit,Num_purchases,lAST_PURCHASE_DATE,Recency
13288,Jackson Lopez,4573.5025,762.2504,6,1960.2898,5,21-05-2013,252
13730,Walter Suarez,4571.0225,914.2045,5,1958.7373,4,15-12-2013,44
13400,Julia Thomas,4568.5025,761.417,6,1961.448,5,07-11-2013,82
13226,Jenna Mitchell,4564.4925,1141.1231,4,1954.6496,3,25-11-2013,64
13212,Logan Phillips,4564.4925,1141.1231,4,1954.6496,3,08-11-2013,81
28419,Cheryl Suarez,4564.46,1141.115,4,1919.2172,3,15-09-2013,135
19987,Taylor Moore,4564.45,912.89,5,1927.4809,4,03-07-2013,209
13948,Susan Ma,4562.0325,1140.5081,4,1957.3979,3,18-06-2013,224
13355,Jackson Jai,4558.5325,1139.6331,4,1950.9187,3,28-05-2013,245
12949,Morgan Rivera,4558.5225,1139.6306,4,1950.9124,3,04-10-2013,116
13895,Isabella Brooks,4558.5225,1139.6306,4,1950.9124,3,01-06-2013,241
13325,Marcus Wright,4558.5225,1139.6306,4,1950.9124,3,27-05-2013,246
13280,Bailey Adams,4558.5225,1139.6306,4,1950.9124,3,03-05-2013,270
13174,Gabriella Morris,4558.5225,1139.6306,4,1950.9124,3,09-04-2013,294
13202,Natasha Romero,4558.5225,1139.6306,4,1950.9124,3,05-04-2013,298
13462,Jay Sara,4558.0125,911.6025,5,1954.8813,4,05-12-2013,54
28394,Alisha Zhang,4555.47,1518.49,3,1917.1495,2,20-08-2013,161
19988,Jordan Long,4555.47,1518.49,3,1917.1495,2,15-08-2013,166
28395,Shannon Dominguez,4554.46,1138.615,4,1897.8712,3,10-09-2013,140
13733,Sydney Collins,4553.5225,1138.3806,4,1952.0706,3,05-12-2013,54
12980,Max Moyer,4552.5225,1138.1306,4,1930.0646,3,04-04-2013,299
27459,Kevin Kumar,4552.1282,758.688,6,1900.0931,5,19-10-2013,101
12934,Jason Foster,4551.5325,910.3065,5,1950.8248,4,10-04-2013,293
16308,Sheena Chander,4551.5225,910.3045,5,1946.5303,4,23-12-2013,36
13520,Carol Nelson,4551.3596,1137.8399,4,1864.8711,3,26-02-2013,336
13526,Krystal Liu,4549.7596,1516.5865,3,1863.8695,2,18-06-2013,224
11598,Meredith Ruiz,4548.6996,909.7399,5,2106.3977,4,24-03-2013,310
13247,Zachary Chen,4548.5225,1137.1306,4,1929.1446,3,17-11-2013,72
13905,Christian Henderson,4548.5225,1137.1306,4,1929.1446,3,29-06-2013,213
13949,Dwayne Ramos,4548.5225,1137.1306,4,1929.1446,3,29-06-2013,213
13911,Andrea Kelly,4548.5225,1137.1306,4,1929.1446,3,26-06-2013,216
13385,Danielle Cook,4548.5025,758.0837,6,1948.928,5,13-11-2013,76
13912,Caroline Simmons,4548.0225,1137.0056,4,1944.3394,3,30-05-2013,243
13353,Jordyn Coleman,4547.5025,757.917,6,1940.4538,5,31-10-2013,89
13653,Tony Chander,4546.7925,909.3585,5,1943.5694,4,05-06-2013,237
13340,Natalie Edwards,4546.5225,909.3045,5,1947.6885,4,20-05-2013,253
27452,Evan Watson,4544.4696,1136.1174,4,1890.0172,3,23-10-2013,97
19874,Sara Rogers,4544.45,908.89,5,1914.9609,4,09-07-2013,203
13357,Blake Gonzales,4543.8325,908.7665,5,1941.7164,4,23-11-2013,66
13315,Lucas Thomas,4541.5325,1135.3831,4,1944.5648,3,04-05-2013,269
27281,Jenny Nath,4540.4696,1135.1174,4,1889.0972,3,16-10-2013,104
27294,Ana Bradley,4540.4696,1135.1174,4,1889.0972,3,04-10-2013,116
11587,Kevin Bryant,4540.3782,908.0756,5,2109.1744,4,09-04-2013,294
28418,Kelli Zhu,4539.46,1134.865,4,1908.2772,3,22-09-2013,128
28393,Ramon Zheng,4539.46,1134.865,4,1908.2772,3,01-08-2013,180
16287,Laura Xu,4538.8425,1134.7106,4,1938.5927,3,30-11-2013,59
13446,Katelyn Scott,4536.5525,1512.1841,3,1937.1592,2,19-06-2013,223
13886,Rachel Taylor,4536.5425,1512.1808,3,1937.1529,2,20-06-2013,222
13443,Jasmine White,4536.5425,1512.1808,3,1937.1529,2,12-06-2013,230
13224,Amanda Brooks,4536.0325,1134.0081,4,1941.1218,3,23-05-2013,250
19298,Priscilla Andersen,4535.2775,1511.7591,3,1908.858,1,07-11-2013,82
28420,Tracy Chapman,4534.46,1133.615,4,1903.9972,3,13-10-2013,107
13487,Emily Martin,4533.5225,1133.3806,4,1939.5506,3,19-06-2013,223
13447,Destiny Cox,4533.5225,1133.3806,4,1939.5506,3,17-06-2013,225
13433,Jessie Vazquez,4533.5225,1133.3806,4,1939.5506,3,10-06-2013,232
13865,Mariah Foster,4533.5225,1133.3806,4,1935.2624,3,08-06-2013,234
13279,Rachel Howard,4533.5225,1133.3806,4,1939.5506,3,23-05-2013,250
19829,Lucas Mitchell,4533.45,906.69,5,1908.0749,4,27-07-2013,185
27542,Jessica Rivera,4532.9696,906.5939,5,1904.1982,4,28-11-2013,61
27455,Brianna Jenkins,4532.9696,906.5939,5,1904.1982,4,25-10-2013,95
13725,Nathan Henderson,4532.5225,1133.1306,4,1934.6364,3,20-12-2013,39
13083,Jordyn Butler,4532.5225,1133.1306,4,1931.0764,3,24-04-2013,279
13528,Carmen Lopez,4531.0396,906.2079,5,1852.1507,4,19-08-2013,162
20023,Edward Hughes,4530.47,1510.1566,3,1906.2095,2,06-09-2013,144
13527,Tonya Andersen,4529.0382,1132.2595,4,1854.5956,3,14-07-2013,198
13994,Isaac Cook,4528.7496,1132.1874,4,1850.7172,3,10-09-2013,140
13524,Cheryl Blanco,4528.7496,1132.1874,4,1850.7172,3,16-04-2013,287
13324,Florian Stiller,4526.7825,754.4637,6,1935.3313,5,09-05-2013,264
13449,Jerome Diaz,4526.5225,905.3045,5,1935.1685,4,13-06-2013,229
13910,Isabelle Butler,4526.5225,905.3045,5,1935.1685,4,13-06-2013,229
13700,Evan Howard,4525.8225,1131.4556,4,1930.4422,3,26-12-2013,33
13382,Richard Rogers,4525.8225,1131.4556,4,1930.4422,3,23-05-2013,250
21266,Taylor Washington,4525.0682,1131.267,4,2099.5904,3,28-12-2013,31
19058,Shawn Goel,4524.4825,904.8965,5,1929.6033,4,18-11-2013,71
26695,Jocelyn Diaz,4524.4596,904.8919,5,1898.8709,4,20-09-2013,130
13161,Jose Moore,4523.5325,1507.8441,3,1929.0087,2,20-11-2013,69
13734,Kristi Gonzalez,4522.5025,753.7504,6,1929.092,5,04-12-2013,55
13378,Alexandra Bailey,4522.5025,753.7504,6,1929.092,5,02-05-2013,271
27092,Marissa Ross,4519.4596,903.8919,5,1875.9449,4,08-09-2013,142
27570,Natasha Navarro,4518.4696,1129.6174,4,1870.1812,3,08-11-2013,81
27296,Rodrigo Ready,4518.4696,1129.6174,4,1870.1812,3,04-10-2013,116
26638,Olivia Flores,4518.1482,1129.537,4,1878.8217,3,02-09-2013,148
26328,Edward Anderson,4518.1482,1129.537,4,1878.8217,3,05-08-2013,176
13735,Dennis Guo,4516.5325,1129.1331,4,1924.6266,3,28-12-2013,31
13286,Hannah Rodriguez,4516.5325,1129.1331,4,1924.6266,3,26-05-2013,247
13367,Savannah Edwards,4516.5325,1129.1331,4,1924.6266,3,03-05-2013,270
13237,Devin Stewart,4516.5325,1129.1331,4,1924.6266,3,01-05-2013,272
27527,Tina Sanchez,4514.9696,1128.7424,4,1892.9302,3,20-10-2013,100
27450,Abigail Ross,4514.9696,1128.7424,4,1892.9302,3,12-10-2013,108
26536,Katherine Thomas,4514.9696,1128.7424,4,1892.9302,3,27-09-2013,123
13521,Sandra Lu,4514.7696,2257.3848,2,1841.9658,1,03-02-2013,359
12930,Grace Harris,4513.8425,1128.4606,4,1927.2309,3,22-04-2013,281
12922,Jennifer Sanders,4513.5125,902.7025,5,1927.0243,4,27-10-2013,93
13326,Bob Fernandez,4511.5525,1503.8508,3,1925.7974,2,20-05-2013,253
16250,Brendan Raje,4511.5425,1503.8475,3,1925.7911,2,28-12-2013,31
13383,Natalie Wright,4511.5425,1503.8475,3,1921.5029,2,03-11-2013,86
13477,Katherine Wood,4511.5425,1503.8475,3,1925.7911,2,27-06-2013,215
13976,Emmanuel Smith,4511.5425,1503.8475,3,1925.7911,2,15-06-2013,227
13903,Elijah Hernandez,4511.5425,1503.8475,3,1925.7911,2,01-06-2013,241
13238,John Williams,4511.5425,1503.8475,3,1925.7911,2,28-05-2013,245
13243,Alyssa Davis,4511.5425,1503.8475,3,1921.5029,2,27-05-2013,246
13298,Anna Harris,4511.5425,1503.8475,3,1921.5029,2,18-05-2013,255
15578,Diane Gill,4509.8996,1127.4749,4,2082.1089,3,25-10-2013,95
26609,Abigail Kelly,4509.4796,1503.1598,3,1868.1135,2,14-09-2013,136
27093,Alexandra Martin,4509.4796,1503.1598,3,1868.1135,2,04-09-2013,146
26610,Mary Perez,4509.4796,1503.1598,3,1868.1135,2,29-08-2013,152
13269,Rachel Martin,4507.5225,1126.8806,4,1923.2746,3,25-11-2013,64
12947,Isaiah Sanchez,4507.5225,1126.8806,4,1919.7146,3,26-10-2013,94
17064,Stephanie Gray,4506.76,1502.2533,3,1856.2214,2,11-05-2013,262
13807,Frederick Rana,4506.76,1502.2533,3,1856.2214,2,02-04-2013,301
16696,Claudia Zeng,4506.76,1502.2533,3,1856.2214,2,07-03-2013,327
27540,Jacqueline Butler,4504.4596,900.8919,5,1886.3509,4,02-11-2013,87
26708,Katherine Washington,4504.4596,900.8919,5,1886.3509,4,10-09-2013,140
13712,Nancy Martinez,4503.8425,1501.2808,3,1916.6827,2,17-12-2013,42
13225,Jésus Suarez,4503.8425,1501.2808,3,1916.6827,2,28-11-2013,61
11346,Deanna Gutierrez,4503.0482,643.2926,7,2061.7215,6,11-02-2013,351
27017,Jonathan Thompson,4502.1382,900.4276,5,1888.5954,4,26-09-2013,124
13210,Ethan Simmons,4501.5525,2250.7762,2,1915.2492,1,10-11-2013,79
13165,Wyatt Walker,4501.5525,2250.7762,2,1915.2492,1,10-11-2013,79
13214,Elijah Adams,4501.5525,2250.7762,2,1915.2492,1,08-11-2013,81
13904,Natalie Thompson,4501.5525,2250.7762,2,1915.2492,1,25-06-2013,217
13464,Martha Hu,4501.5525,2250.7762,2,1915.2492,1,16-06-2013,226
13438,Chloe Griffin,4501.5525,2250.7762,2,1915.2492,1,11-06-2013,231
13250,Jordan King,4501.5525,2250.7762,2,1915.2492,1,06-05-2013,267
13190,Jonathan Diaz,4501.5525,2250.7762,2,1915.2492,1,29-04-2013,274
12942,Morgan Harris,4501.5525,2250.7762,2,1915.2492,1,13-04-2013,290
13726,Austin Lewis,4500.8225,1125.2056,4,1919.0804,3,13-12-2013,46
13482,Haley Bryant,4500.8225,1125.2056,4,1919.0804,3,07-12-2013,52
13442,Paula Vazquez,4500.8225,1125.2056,4,1919.0804,3,20-06-2013,222
13062,Eduardo Williams,4500.5225,900.1045,5,1915.3325,4,21-10-2013,99
13492,Christian Foster,4500.5225,900.1045,5,1915.3325,4,26-06-2013,216
13897,Carol Washington,4498.5325,1499.5108,3,1917.6469,2,09-06-2013,233
13436,Gail Griffin,4498.5325,1499.5108,3,1917.6469,2,04-06-2013,238
13283,Dakota Griffin,4498.5325,1499.5108,3,1917.6469,2,16-05-2013,257
13354,Eric Campbell,4498.5325,1499.5108,3,1917.6469,2,09-05-2013,264
13426,Taylor Williams,4498.5325,1499.5108,3,1917.6469,2,09-05-2013,264
13346,Gregory Chande,4498.5325,1499.5108,3,1917.6469,2,02-05-2013,271
13277,Nathan Brown,4498.5325,1499.5108,3,1917.6469,2,01-05-2013,272
13177,Taylor Rogers,4498.5325,1499.5108,3,1917.6469,2,21-04-2013,282
13178,Megan Gray,4498.5325,1499.5108,3,1917.6469,2,16-04-2013,287
26201,Dalton Watson,4498.4596,899.6919,5,1879.0349,4,07-08-2013,174
17050,Cristina Xie,4496.23,899.246,5,1828.2495,4,14-05-2013,259
20007,Ashley Alexander,4495.48,2247.74,2,1884.3058,1,30-08-2013,151
20000,Elijah Diaz,4495.48,2247.74,2,1884.3058,1,21-08-2013,160
19989,Ethan Thompson,4495.48,2247.74,2,1884.3058,1,01-08-2013,180
12816,Tammy Mehta,4494.0182,898.8036,5,2080.1531,4,14-11-2013,75
27201,Jose Taylor,4492.6482,1123.162,4,1882.6547,3,25-10-2013,95
13519,Lucas Foster,4492.4482,2246.2241,2,1831.6903,1,30-12-2012,394
13248,Isabella Martinez,4491.5325,1122.8831,4,1913.2648,3,06-11-2013,83
13203,Bailey Bell,4491.5325,1122.8831,4,1913.2648,3,06-04-2013,297
15214,Amanda Jenkins,4490.8796,748.4799,6,2070.2023,5,04-10-2013,116
27572,Isaiah Carter,4490.4796,1496.8265,3,1877.5995,2,20-11-2013,69
27573,Hunter Lal,4490.4796,1496.8265,3,1877.5995,2,11-11-2013,78
27568,Miguel Evans,4490.4796,1496.8265,3,1877.5995,2,06-11-2013,83
27541,Samantha Martin,4490.4796,1496.8265,3,1877.5995,2,29-10-2013,91
27460,Grant Goel,4490.4796,1496.8265,3,1877.5995,2,25-10-2013,95
27117,Jermaine Prasad,4490.4796,1496.8265,3,1877.5995,2,24-10-2013,96
27273,Marcus Miller,4490.4796,1496.8265,3,1877.5995,2,20-10-2013,100
27407,Faith Griffin,4490.4796,1496.8265,3,1877.5995,2,19-10-2013,101
27427,Mason Young,4490.4796,1496.8265,3,1877.5995,2,19-10-2013,101
27418,Mya Coleman,4490.4796,1496.8265,3,1877.5995,2,12-10-2013,108
27447,Miranda Hayes,4490.4796,1496.8265,3,1877.5995,2,08-10-2013,112
27279,Katelyn Brooks,4490.4796,1496.8265,3,1877.5995,2,01-10-2013,119
27096,Chase Watson,4490.4796,1496.8265,3,1877.5995,2,27-09-2013,123
26611,Kayla Henderson,4490.4796,1496.8265,3,1877.5995,2,15-09-2013,135
26534,Fernando Smith,4490.4796,1496.8265,3,1877.5995,2,30-08-2013,151
26642,Gabrielle Evans,4490.4796,1496.8265,3,1877.5995,2,29-08-2013,152
26245,Devin Murphy,4490.4796,1496.8265,3,1877.5995,2,10-08-2013,171
16155,Joan Jenkins,4489.5682,897.9136,5,2073.0792,4,18-11-2013,71
26342,Eduardo Griffin,4489.4696,1122.3674,4,1876.9672,3,04-08-2013,177
26603,Sheila Ruiz,4487.1582,1495.7194,3,1857.838,2,18-09-2013,132
26313,Dalton Simmons,4487.1582,1495.7194,3,1857.838,2,17-08-2013,164
12923,Fernando Wright,4486.5425,1495.5141,3,1910.1411,2,02-10-2013,118
16596,Gabrielle Carter,4486.5425,1495.5141,3,1910.1411,2,20-08-2013,161
11576,Micah Zhu,4486.4096,1495.4698,3,2071.6924,2,23-03-2013,311
15789,Steve Schmidt,4486.0682,1121.517,4,2075.1764,3,21-11-2013,68
15588,Kristy Alvarez,4486.0682,1121.517,4,2075.1764,3,25-10-2013,95
27571,Shannon Gao,4484.4796,1494.8265,3,1873.8435,2,19-11-2013,70
27287,Samuel Perez,4484.4796,1494.8265,3,1873.8435,2,24-10-2013,96
26301,Isaiah Hall,4484.4796,1494.8265,3,1873.8435,2,14-08-2013,167
27449,Bryan Cox,4482.1382,896.4276,5,1876.0754,4,05-10-2013,115
26727,Jose Clark,4482.1382,896.4276,5,1876.0754,4,30-08-2013,151
17332,Jonathan Green,4480.73,896.146,5,1814.9865,4,12-12-2013,47
17257,Darren Rana,4480.73,896.146,5,1814.9865,4,23-09-2013,127
17045,Derek Goel,4480.73,896.146,5,1814.9865,4,20-04-2013,283
29274,Miguel Green,4479.62,1493.2066,3,1787.415,2,03-10-2013,117
13736,Cole Rivera,4478.8425,1492.9475,3,1905.3209,2,19-12-2013,40
13702,Jessie Suarez,4478.8425,1492.9475,3,1905.3209,2,04-12-2013,55
13292,Paula Carlson,4478.8425,1492.9475,3,1905.3209,2,26-05-2013,247
26718,Richard Flores,4478.4596,895.6919,5,1866.5149,4,09-09-2013,141
26325,Tyler Robinson,4478.4596,895.6919,5,1866.5149,4,24-08-2013,157
12863,Caleb Zhang,4478.3496,559.7937,8,2066.6467,7,29-11-2013,60
13724,Charles Thompson,4476.5525,2238.2762,2,1903.8874,1,08-12-2013,51
13362,Destiny Morgan,4476.5525,2238.2762,2,1903.8874,1,23-11-2013,66
13461,Anthony Jones,4476.5525,2238.2762,2,1903.8874,1,15-06-2013,227
13351,Mariah Cox,4476.5525,2238.2762,2,1903.8874,1,08-05-2013,265
13419,Lauren Coleman,4476.5525,2238.2762,2,1903.8874,1,04-05-2013,269
12500,Kathleen Vazquez,4475.3796,745.8966,6,2056.9393,5,04-09-2013,146
21311,Jennifer Ramirez,4472.5782,894.5156,5,2062.4434,4,26-12-2013,33
12218,Mitchell Xu,4472.3696,894.4739,5,2038.8191,4,25-04-2013,278
17312,Mayra Kovar,4471.74,1117.935,4,1812.9188,3,12-11-2013,77
17229,Maria Watson,4471.74,1117.935,4,1812.9188,3,14-07-2013,198
16691,Paula Romero,4471.74,1117.935,4,1812.9188,3,13-03-2013,321
16663,Rosa Lu,4471.74,1117.935,4,1812.9188,3,12-02-2013,350
28885,Kelvin Raji,4470.8896,1117.7224,4,2057.6886,3,01-12-2013,58
12237,Ruth Madan,4470.3896,894.0779,5,2053.8156,4,02-06-2013,240
15227,Harold Malhotra,4469.5582,744.9263,6,2064.8411,5,28-10-2013,92
27537,Amanda Bryant,4469.4696,1117.3674,4,1864.4472,3,02-10-2013,118
26532,Angela Barnes,4469.4696,1117.3674,4,1864.4472,3,07-09-2013,143
26539,Faith Hayes,4469.4382,893.8876,5,1868.1252,4,11-09-2013,139
26491,Riley Sanchez,4469.4382,893.8876,5,1868.1252,4,22-08-2013,159
15586,Victor Blanco,4469.3696,744.8949,6,2031.797,5,29-09-2013,121
15215,Alberto Jiménez,4468.5582,744.7597,6,2059.9268,5,12-10-2013,108
27539,Samuel Winston,4468.1582,1489.386,3,1867.324,2,24-11-2013,65
27543,Katherine Griffin,4468.1582,1489.386,3,1867.324,2,13-11-2013,76
27199,Jesse Wright,4468.1582,1489.386,3,1867.324,2,21-10-2013,99
27446,Tyler Jones,4468.1582,1489.386,3,1867.324,2,16-10-2013,104
27274,Marcus Morris,4468.1582,1489.386,3,1867.324,2,15-10-2013,105
27104,Randy Zhu,4468.1582,1489.386,3,1867.324,2,09-10-2013,111
27453,Carson Henderson,4468.1582,1489.386,3,1867.324,2,01-10-2013,119
26537,Wyatt Perez,4468.1582,1489.386,3,1867.324,2,23-09-2013,127
27103,Chloe Brooks,4468.1582,1489.386,3,1867.324,2,20-09-2013,130
26703,Wyatt Miller,4468.1582,1489.386,3,1867.324,2,15-09-2013,135
26684,Dustin Andersen,4468.1582,1489.386,3,1867.324,2,06-09-2013,144
26540,Jada Sanchez,4468.1582,1489.386,3,1867.324,2,05-09-2013,145
26602,Noah Yang,4468.1582,1489.386,3,1867.324,2,31-08-2013,150
26338,Anna Coleman,4468.1582,1489.386,3,1867.324,2,28-08-2013,153
26530,Riley Morgan,4468.1582,1489.386,3,1867.324,2,20-08-2013,161
26247,Sophia Turner,4468.1582,1489.386,3,1867.324,2,19-08-2013,162
26490,Antonio Simmons,4468.1582,1489.386,3,1867.324,2,07-08-2013,174
17326,Paul Shakespear,4467.76,1489.2533,3,1831.8074,2,30-10-2013,90
14827,Ernest Xu,4467.74,1116.935,4,1811.9988,3,11-12-2013,48
17046,Preston Sai,4467.74,1116.935,4,1811.9988,3,28-04-2013,275
26723,Devin Kelly,4467.1482,1116.787,4,1866.6917,3,27-09-2013,123
15716,Roy Madan,4467.0582,893.4116,5,2034.0478,4,06-10-2013,114
15180,Jillian Suri,4466.3896,893.2779,5,2054.8716,4,22-10-2013,98
15152,Meghan Moreno,4464.5682,892.9136,5,2061.7174,4,21-10-2013,99
27569,Jocelyn Wood,4464.4796,1488.1598,3,1857.7635,2,28-11-2013,61
27116,Regina Gonzalez,4464.4796,1488.1598,3,1857.7635,2,25-10-2013,95
27114,Alexander Thompson,4464.4796,1488.1598,3,1861.3235,2,29-09-2013,121
26538,Warren Black,4464.4796,1488.1598,3,1861.3235,2,23-09-2013,127
26641,Arturo Xie,4464.4796,1488.1598,3,1857.7635,2,20-09-2013,130
27097,Kaitlyn Gonzales,4464.4796,1488.1598,3,1857.7635,2,02-09-2013,148
26511,Charles Weisman,4464.4796,1488.1598,3,1857.7635,2,28-08-2013,153
26320,Brianna Diaz,4464.4796,1488.1598,3,1861.3235,2,27-08-2013,154
26324,Faith Brooks,4464.4796,1488.1598,3,1861.3235,2,19-08-2013,162
20051,Linda Dominguez,4464.27,496.03,9,1886.5166,6,28-12-2013,31
12860,Jillian Prasad,4464.0882,1488.0294,3,2061.4169,2,25-07-2013,187
11410,Maurice Goel,4464.0682,892.8136,5,2041.6083,4,04-02-2013,358
27439,Chase Ramirez,4462.1582,1487.386,3,1863.568,2,12-10-2013,108
27521,Gabriel Foster,4462.1582,1487.386,3,1863.568,2,06-10-2013,114
12827,Nicolas Raje,4461.3996,1115.3499,4,2051.7479,3,12-11-2013,77
12846,Bridget Nara,4460.3796,892.0759,5,2029.7293,4,18-11-2013,71
12736,Diana Ruiz,4460.3796,892.0759,5,2029.7293,4,06-10-2013,114
12856,Rosa Lin,4460.3796,892.0759,5,2029.7293,4,13-06-2013,229
11546,Christine Chande,4460.3796,892.0759,5,2029.7293,4,12-03-2013,322
15596,Gilbert Goel,4460.0382,743.3397,6,2033.2133,5,24-10-2013,96
27574,Madeline Hill,4456.1382,891.2276,5,1856.2394,4,07-11-2013,82
26694,Aaron Hughes,4456.1382,891.2276,5,1856.2394,4,01-09-2013,149
26319,Dylan Martinez,4456.1382,891.2276,5,1856.2394,4,21-08-2013,160
26292,Marty Simpson,4456.1382,891.2276,5,1856.2394,4,05-08-2013,176
26487,Vincent Ma,4456.1382,891.2276,5,1856.2394,4,05-08-2013,176
27291,Bobby Mehta,4455.4896,2227.7448,2,1855.6958,1,25-10-2013,95
27107,Alexa Stewart,4455.4896,2227.7448,2,1855.6958,1,22-10-2013,98
27195,Robert Perez,4455.4896,2227.7448,2,1855.6958,1,13-10-2013,107
27106,Jennifer Allen,4455.4896,2227.7448,2,1855.6958,1,04-10-2013,116
26705,Eric Jenkins,4455.4896,2227.7448,2,1855.6958,1,28-09-2013,122
26650,Kevin Collins,4455.4896,2227.7448,2,1855.6958,1,22-09-2013,128
26339,Cindy James,4455.4896,2227.7448,2,1855.6958,1,03-08-2013,178
26728,Elijah Roberts,4455.0982,891.0196,5,1859.1484,4,31-08-2013,150
26293,Casey Carlson,4455.0982,891.0196,5,1859.1484,4,26-08-2013,155
12270,Ebony Ramos,4454.5682,1113.642,4,2051.1692,3,10-07-2013,202
15785,Edwin Zhang,4454.3496,1113.5874,4,2047.3346,3,30-10-2013,90
11572,Billy Moreno,4450.3696,741.7282,6,2041.283,5,08-03-2013,326
15722,Angela Jenkins,4448.5682,1112.142,4,2047.4131,3,05-11-2013,84
15181,Rosa Huang,4448.3796,1112.0949,4,2043.5974,3,06-10-2013,114
15221,Troy Arun,4447.8696,889.5739,5,2047.5663,4,22-10-2013,98
12386,Katherine Perry,4447.3696,889.4739,5,2023.8973,4,05-07-2013,207
27105,Sean Perez,4447.1482,1111.787,4,1854.1717,3,15-10-2013,105
27440,Trinity Howard,4447.1482,1111.787,4,1854.1717,3,15-10-2013,105
27280,Naomi Gutierrez,4447.1482,1111.787,4,1854.1717,3,30-09-2013,120
15751,Kristen Xu,4446.3996,1482.1332,3,2042.3579,2,24-11-2013,65
15207,Josue Diaz,4446.3996,1482.1332,3,2042.3579,2,27-10-2013,93
15178,Drew Tang,4445.0582,1111.2645,4,2023.8359,3,13-10-2013,107
15179,Jay Rubio,4444.8896,888.9779,5,2045.7008,4,20-10-2013,100
14138,Vincent He,4444.22,888.844,5,1797.2753,4,03-06-2013,239
15723,Kate Deng,4444.0682,888.8136,5,2044.5961,4,26-11-2013,63
15802,Bridget Kumar,4444.0682,888.8136,5,2044.5961,4,19-11-2013,70
15204,Deanna Gonzalez,4444.0682,888.8136,5,2044.5961,4,15-10-2013,105
11409,Jacqueline Hayes,4444.0682,888.8136,5,2044.5961,4,28-01-2013,365
15733,Leslie Ramos,4443.5482,740.5913,6,2044.2705,5,11-11-2013,78
15788,Barbara Li,4443.3796,1110.8449,4,2044.7556,3,02-11-2013,87
13557,Stacey Liu,4443.3796,1110.8449,4,2044.7556,3,26-07-2013,186
17255,Carly Nath,4442.24,1110.56,4,1815.8318,3,05-09-2013,145
27288,Destiny Richardson,4442.1582,1480.7194,3,1851.048,2,26-10-2013,94
27295,Wyatt Taylor,4442.1582,1480.7194,3,1847.488,2,07-10-2013,113
26729,Brian Gray,4442.1582,1480.7194,3,1851.048,2,22-09-2013,128
26604,Elizabeth West,4442.1582,1480.7194,3,1847.488,2,16-09-2013,134
26698,Brooke Rivera,4442.1582,1480.7194,3,1851.048,2,09-09-2013,141
26326,Trevor Washington,4442.1582,1480.7194,3,1847.488,2,28-08-2013,153
15756,Kari Gutierrez,4441.3896,888.2779,5,2043.5098,4,06-11-2013,83
12713,Deborah Xie,4441.3796,888.2759,5,2039.2153,4,25-10-2013,95
15184,Mathew Hernandez,4441.3796,888.2759,5,2039.2153,4,01-10-2013,119
11336,Shaun Raji,4441.3796,888.2759,5,2039.2153,4,05-01-2013,388
14824,Miguel Baker,4441.25,1110.3125,4,1815.2121,3,09-11-2013,80
12712,Arthur Romero,4441.0582,1110.2645,4,2022.9159,3,25-09-2013,125
12484,Lori Suarez,4441.0382,740.173,6,2042.6993,5,21-08-2013,160
15590,Marshall Wu,4440.0482,740.008,6,2042.0796,5,28-10-2013,92
20375,Olivia Perry,4438.3796,1109.5949,4,2021.8296,3,05-11-2013,84
12521,Meredith Dominguez,4438.3796,1109.5949,4,2021.8296,3,24-09-2013,126
12475,Logan Carter,4438.3796,1109.5949,4,2021.8296,3,23-08-2013,158
11614,Katrina Sharma,4438.0582,887.6116,5,2019.4538,4,05-04-2013,298
11378,Shannon Liang,4436.3896,1109.0974,4,2036.0916,3,14-02-2013,348
21272,Nicole Ward,4435.3796,887.0759,5,2018.3675,4,28-12-2013,31
12275,Adriana Madan,4435.3796,887.0759,5,2018.3675,4,30-07-2013,182
15205,Shawna Black,4433.6896,886.7379,5,2034.4014,4,27-10-2013,93
26649,Emily Perry,4433.1682,2216.5841,2,1845.4203,1,28-09-2013,122
27073,Sydney Sanders,4433.1682,2216.5841,2,1845.4203,1,10-09-2013,140
27074,Kristi Sanchez,4433.1682,2216.5841,2,1845.4203,1,05-09-2013,145
26327,Jack Jai,4433.1682,2216.5841,2,1845.4203,1,14-08-2013,167
17247,Michael Moore,4432.72,886.544,5,1784.9323,4,02-08-2013,179
28674,Nathan Yang,4430.09,886.018,5,1736.6131,4,21-02-2013,341
15719,Lacey Liang,4429.5682,1107.392,4,2039.8074,3,30-10-2013,90
15601,Naomi Moreno,4429.5682,1107.392,4,2039.8074,3,16-10-2013,104
12826,Caleb Gonzalez,4428.3696,885.6739,5,2031.0711,4,16-11-2013,73
17277,Nichole Goel,4426.74,1106.685,4,1802.5688,3,10-10-2013,110
17249,Carl Goel,4426.74,1106.685,4,1806.1288,3,26-09-2013,124
12768,Johnathan Chapman,4426.74,1106.685,4,1806.1288,3,18-07-2013,194
17069,Christy Zheng,4426.74,1106.685,4,1806.1288,3,28-06-2013,214
16701,Laura Zheng,4426.74,1106.685,4,1806.1288,3,20-03-2013,314
15734,Alicia Lal,4426.4096,1475.4698,3,2029.8442,2,28-11-2013,61
17288,Dwayne Torres,4426.24,885.248,5,1805.8158,4,01-10-2013,119
11379,Gary Vazquez,4426.0582,1106.5145,4,2033.3219,3,26-02-2013,336
